source,pui,pmid,doi,title,year,journal,authors,pubtype,issn,volume,issue,pages
embase,NCT04048837,,,Prospective Study for the Evaluation of Dengue Prognostic Biomarkers in Singapore,2018,clinicaltrials.gov,,Clinical Trial,,,,
embase,2000934551,29964076,10.1016/j.jviromet.2018.06.018,Multi-laboratory comparison of three commercially available Zika IgM enzyme-linked immunosorbent assays,2018,Journal of Virological Methods,"Basile, A.J.; Goodman, C.; Horiuchi, K.; Sloan, A.; Johnson, B.W.; Kosoy, O.; Laven, J.; Panella, A.J.; Sheets, I.; Medina, F.; Mendoza, E.J.; Epperson, M.; Maniatis, P.; Semenova, V.; Steward-Clark, E.; Wong, E.; Biggerstaff, B.J.; Lanciotti, R.; Drebot, M.; Safronetz, D.; Schiffer, J.",Article,18790984,260,,
embase,623819726,,10.7860/JCDR/2018/37333.12182,Production of monoclonal antibody anti-NS1 induced by Indonesian clinical isolate to detect native NS1 antigen of all DENV serotypes,2018,Journal of Clinical and Diagnostic Research,"Widayanti, T.; Dewi, B.E.; Pambudi, S.",Article,0973709X,12,10,
embase,627539511,,,"Flavivirus NS1 induces endocytosis and phosphorylation of tight and adherens junction proteins, leading to endothelial barrier dysfunction",2018,American Journal of Tropical Medicine and Hygiene,"Puerta-Guardo, H.; Shu, J.; Gallego-Delgado, J.; Glasner, D.R.; Ueno, N.; Lodoen, M.; Rodriguez, A.; Harris, E.",Conference Abstract,00029637,99,4,
embase,627539982,,,Chagas disease serology and co-infections with arboviruses in southern coastal ecuador,2018,American Journal of Tropical Medicine and Hygiene,"Mendoza, N.K.M.; McMahon, E.; Kenneson, A.; Barbachano-Guerrero, A.; Beltran-Ayala, E.; Cueva, C.; King, C.A.; Lupone, C.D.; Castro-Sesquen, Y.E.; Gilman, R.H.; Endy, T.P.; Stewart-Ibarra, A.M.",Conference Abstract,00029637,99,4,
embase,627540405,,,Dengue virus serotype-1 circulation in nepal during 2016 outbreak,2018,American Journal of Tropical Medicine and Hygiene,"Gupta, B.P.",Conference Abstract,00029637,99,4,
embase,627540491,,,"Clinical features and outcome of neonatal dengue at the Children's Hospital 1, Ho Chi Minh, Vietnam",2018,American Journal of Tropical Medicine and Hygiene,"Nguyen, T.M.",Conference Abstract,00029637,99,4,
embase,627541596,,,Validation of clinical algorithms for the diagnosis of dengue in endemic areas of Colombia,2018,American Journal of Tropical Medicine and Hygiene,"Caicedo, D.M.; Tovar, J.R.; Osorio, L.",Conference Abstract,00029637,99,4,
embase,623818586,30150394,10.1073/pnas.1804672115,"Seroprevalence, risk factor, and spatial analyses of Zika virus infection after the 2016 epidemic in Managua, Nicaragua",2018,Proceedings of the National Academy of Sciences of the United States of America,"Zambrana, J.V.; Carrillo, F.B.; Burger-Calderon, R.; Collado, D.; Sanchez, N.; Ojeda, S.; Monterrey, J.C.; Plazaola, M.; Lopez, B.; Arguello, S.; Elizondo, D.; Aviles, W.; Coloma, J.; Kuan, G.; Balmaseda, A.; Gordon, A.; Harris, E.",Article,10916490,115,37,
embase,624005536,30246621,10.1080/20477724.2018.1516417,The predictive and diagnostic accuracy of vascular endothelial growth factor and pentraxin-3 in severe dengue,2018,Pathogens and Global Health,"Low, G.K.K.; Gan, S.-C.; Zainal, N.; Naidu, K.D.; Amin-Nordin, S.; Khoo, C.-S.; Ridzuan, M.I.; Said, R.M.; Mansor, M.M.; Zailani, M.H.; Chee, H.-Y.; Lim, S.J.; Suppiah, J.; Appu, S.; Ismail, I.; Zin, T.; Te, K.K.; Hatta, N.M.",Article,20477732,112,6,
embase,623480778,30096193,10.1371/journal.pone.0202304,Comparison of two rapid diagnostic tests during a large dengue virus serotype 3 outbreak in the Solomon Islands in 2013,2018,PLoS ONE,"Liu, L.-T.; Dalipanda, T.; Jagilly, R.; Wang, Y.-H.; Lin, P.-C.; Tsai, C.-Y.; Lai, W.-T.; Tsai, J.-J.",Article,19326203,13,8,e0202304
embase,624297845,30125275,10.1371/journal.pntd.0006715,The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR,2018,PLoS Neglected Tropical Diseases,"Kao, J.-C.; HuangFu, W.-C.; Tsai, T.-T.; Ho, M.-R.; Jhan, M.-K.; Shen, T.-J.; Tseng, P.-C.; Wang, Y.-T.; Lin, C.-F.",Article,19352735,12,8,e0006715
embase,623142173,30029548,10.3390/v10070379,Comparative evaluation of indirect immunofluorescence and NS-1-based ELISA to determine zika virus-specific IgM,2018,Viruses,"De Ory, F.; Sánchez-Seco, M.P.; Vázquez, A.; Montero, M.D.; Sulleiro, E.; Martínez, M.J.; Matas, L.; Merino, F.J.; Sáez, E.; Salud, B.R.; Pérez, M.R.; Cilla, C.G.; Dorado, J.C.; Cabrera, J.; Gil-González, M.D.; Galán, J.C.; Zufiaurre, M.N.G.; Goyanes, M.J.; Campelo, C.; Alberdi, M.B.; Fernández, B.C.; Carretero, R.C.; Valle, M.T.D.; Roblas, R.F.; Bermejo, I.G.; Cía, J.I.G.; Betancor, A.H.; Mestanza, I.C.L.; Alfaro, L.R.; Fedele, G.; Pedrero, L.A.A.; Ruesca, R.B.; Buendía, B.; Praetorius, A.G.; Porto, M.H.; Hernández, A.H.; Garcés, M.L.; López, A.I.L.; Cordero, P.M.; Pérez, R.M.; Esteban, L.M.; Germán, F.J.R.; García, M.R.; Suárez, P.D.C.; Hernando, C.G.; López, M.A.; Andrés, N.A.; Zaragozi, F.J.A.; Muñoz, E.B.; Martínez, X.C.; Nieto, A.C.; Navalpotro, D.; Martín, A.E.; Margüello, M.G.; Real, S.H.; Bugui, M.J.L.; Alfaro, E.M.; Luque, J.C.S.; Maestre, M.M.; Míguezsantiyán, A.; Rivilla, A.P.; Ruiz, M.P.; Vigas, I.P.; Fernández, C.R.; Arroyo, R.S.; Flórez, M.R.S.; Daporta, M.T.; Romero, E.D.V.; Rello, S.R.; Escudero, M.J.R.; Salva, F.; Sanz, J.C.; Minguito, T.; Molero, F.; De LaFuente, J.M.; Herrera, L.; Balfagón, P.; Hernández, M.L.; Murillo, M.Á.; Perea, M.C.",Article,19994915,10,7,379
embase,2000939841,,10.1016/j.hgmx.2016.09.011,"Clinical and differential diagnosis: Dengue, chikungunya and Zika",2018,Revista Medica del Hospital General de Mexico,"Beltrán-Silva, S.L.; Chacón-Hernández, S.S.; Moreno-Palacios, E.; Pereyra-Molina, J.Á.",Short Survey,01851063,81,3,
embase,623218877,29912689,10.3201/eid2407.171170,Use of urea wash ELISA to distinguish zika and dengue virus infections,2018,Emerging Infectious Diseases,"Tsai, W.-Y.; Youn, H.H.; Tyson, J.; Brites, C.; Tsai, J.-J.; Pedroso, C.; Drexler, J.F.; Balmaseda, A.; Harris, E.; Wang, W.-K.",Article,10806059,24,7,
embase,623399859,30016319,10.1371/journal.pmed.1002613,Nonlinear and delayed impacts of climate on dengue risk in Barbados: A modelling study,2018,PLoS Medicine,"Lowe, R.; Gasparrini, A.; Van Meerbeeck, C.J.; Lippi, C.A.; Mahon, R.; Trotman, A.R.; Rollock, L.; Hinds, A.Q.J.; Ryan, S.J.; Stewart-Ibarra, A.M.",Article,15491676,15,7,e1002613
embase,623977423,29567514,10.1016/j.jviromet.2018.03.007,Development of an anti-dengue NS1 IgG ELISA to evaluate exposure to dengue virus,2018,Journal of virological methods,"Nascimento, E.J.M.; George, J.K.; Velasco, M.; Bonaparte, M.I.; Zheng, L.; DiazGranados, C.A.; Marques, E.T.A.; Huleatt, J.W.",Article,18790984,257,,
embase,624497659,30087165,10.1128/mBio.00755-18,T cell responses to nonstructural protein 3 distinguish infections by dengue and zika viruses,2018,mBio,"Herrera, B.B.; Tsai, W.-Y.; Brites, C.; Luz, E.; Pedroso, C.; Drexler, J.F.; Wang, W.-K.; Kanki, P.J.",Article,21507511,9,4,e00755-18
embase,623330825,29947711,10.1590/0074-02760170433,Validation and reliability of the rapid diagnostic test 'SD Bioeasy Dengue Duo' for dengue diagnosis in Brazil: a phase III study,2018,Memorias do Instituto Oswaldo Cruz,"Prado, P.S.; Almeida Júnior, J.T.D.; Abreu, L.T.; Silva, C.G.; Souza, L.D.C.; Gomes, M.C.; Mendes, L.M.T.; Santos, E.M.D.; Romero, G.A.S.",Article,16788060,113,8,
embase,622392197,,10.7860/JCDR/2018/36112.11570,Co-infection of dengue and leptospirosis in patients presenting to a tertiary care hospital with acute febrile illness: A cross-sectional study,2018,Journal of Clinical and Diagnostic Research,"Ravindar, A.; Shanmugam, P.",Article,0973709X,12,6,
embase,622441852,29661824,10.4049/jimmunol.1701790,Development of dengue virus serotype–Specific NS1 capture assays for the rapid and highly sensitive identification of the infecting serotype in human sera,2018,Journal of Immunology,"Röltgen, K.; Rose, N.; Ruggieri, A.; Warryn, L.; Scherr, N.; Pinho-Nascimento, C.A.; Tamborrini, M.; Jaenisch, T.; Pluschke, G.",Article,15506606,200,11,
embase,622934582,,10.1111/jvh.95_12923,Does hepatic involvement affect outcome in dengue Infection?,2018,Journal of Viral Hepatitis,"Lavekar, A.; Aradya, V.; Prakash Kothe, S.; Nandeesh, H.P.; Suvarna, D.; Vijaykumar, T.R.; Kumar, A.",Conference Abstract,13652893,25,,
embase,623366238,,10.3969/j.issn.1001-1978.2018.06.011,"Z1, a novel DENV2 NS5 RDRP small molecular inhibitor, inhibits DENV2 replication and infection",2018,Chinese Pharmacological Bulletin,"Guo, S.-X.; He, S.-J.; Huang, C.-H.; Yao, X.-G.; Liu, S.-W.",Article,10011978,34,6,
embase,634346790,33601826,,Evaluation of a commercial dengue combo rapid test kit for the detection of NS1 and IgM,2018,Tropical biomedicine,"Ainulkhir, H.; Fredolin, L.; Noor Azlan, M.A.; Ahneez, A.H.; Nazlina, I.; Muhammad Ashraf, S.",Article,25219855,35,2,
embase,622074285,29751761,10.1186/s12985-018-1000-0,"Evaluation of an immunochromatography rapid diagnosis kit for detection of chikungunya virus antigen in India, a dengue-endemic country",2018,Virology Journal,"Jain, J.; Okabayashi, T.; Kaur, N.; Nakayama, E.; Shioda, T.; Gaind, R.; Kurosu, T.; Sunil, S.",Article,1743422X,15,1,84
embase,621966687,29514934,10.1128/JCM.00203-18,Potential point-of-care testing for dengue virus in the field,2018,Journal of Clinical Microbiology,"Wang, W.-K.; Gubler, D.J.",Review,1098660X,56,5,e00203-18
embase,623263663,,,Validation of a fluorescent microsphere multiplex serology assay for differential diagnosis of exposure to Zika virus and other closely related arboviruses,2018,Journal of Immunology,"Venkateswaran, N.; Sarwar, J.; Parameswaran, N.; Krishnan, K.V.V.; Nelson, W.M.",Conference Abstract,15506606,200,1,
embase,2001985534,30856223,10.1371/journal.pntd.0007246,Perinatal analyses of Zika- and dengue virus-specific neutralizing antibodies: A microcephaly case-control study in an area of high dengue endemicity in Brazil,2018,PLoS Neglected Tropical Diseases,"Castanha, P.M.S.; Souza, W.V.; Braga, C.; Araújo, T.V.B.D.; Ximenes, R.A.A.; Albuquerque, M.D.F.P.M.; Montarroyos, U.R.; Miranda-Filho, D.B.; Cordeiro, M.T.; Dhalia, R.; Marques, E.T.A.; Rodrigues, L.C.; Martelli, C.M.T.",Article,19352735,13,3,e0007246
embase,620927556,29305550,10.1128/JCM.01785-17,Comparison of four serological methods and two reverse transcription-PCR assays for diagnosis and surveillance of Zika virus infection,2018,Journal of Clinical Microbiology,"Balmaseda, A.; Zambrana, J.V.; Collado, D.; García, N.; Saborío, S.; Elizondo, D.; Mercado, J.C.; Gonzalez, K.; Cerpas, C.; Nuñez, A.; Corti, D.; Waggoner, J.J.; Kuan, G.; Burger-Calderon, R.; Harris, E.",Article,1098660X,56,3,
embase,621569909,,10.1111/1471-0528.15132,Challenges in serological screening for recent Zika infections in pregnancy: Results of a hospital-based cohort in dengue-endemic Singapore,2018,BJOG: An International Journal of Obstetrics and Gynaecology,"Chan, S.-Y.; Wang, L.F.; Ng, L.; Mani, S.; Kam, Y.W.; Selvam, P.; Chew, K.L.; Yan, B.; Tambyah, P.A.; Yong, E.L.",Conference Abstract,14710528,125,,
embase,620867751,29486726,10.1186/s12879-018-3012-1,Concurrent methicillin-resistant Staphylococcus aureus septicemia and pyomyositis in a patient with dengue hemorrhagic fever: A case report,2018,BMC Infectious Diseases,"Ehelepola, N.D.B.; Rajapaksha, R.K.G.M.; Dhanapala, D.M.U.B.; Thennekoon, T.D.K.; Ponnamperuma, S.",Article,14712334,18,1,99
embase,620541576,29409531,10.1186/s12985-018-0925-7,Development and characterization of serotype-specific monoclonal antibodies against the dengue virus-4 (DENV-4) non-structural protein (NS1),2018,Virology Journal,"Gelanew, T.; Hunsperger, E.",Article,1743422X,15,1,30
embase,619461761,29197806,10.1016/j.jpba.2017.11.064,Immunofluorescence–based biosensor for the determination of dengue virus NS1 in clinical samples,2018,Journal of Pharmaceutical and Biomedical Analysis,"Darwish, N.T.; Sekaran, S.D.; Alias, Y.; Khor, S.M.",Article,1873264X,149,,
embase,621404495,29529852,10.3347/kjp.2018.56.1.61,Development of a rapid diagnostic test kit to detect IgG/IgM antibody against zika virus using monoclonal antibodies to the envelope and non-structural protein 1 of the virus,2018,Korean Journal of Parasitology,"Kim, Y.H.; Lee, J.; Kim, Y.-E.; Chong, C.-K.; Pinchemel, Y.; Reisdörfer, F.; Coelho, J.B.; Dias, R.F.; Bae, P.K.; Gusmão, Z.P.M.; Ahn, H.-J.; Nam, H.-W.",Article,17380006,56,1,
embase,2042922129,,,EVALUATION OF THE EARLY DIAGNOSIS OF DENGUE WITH SEROLOGICAL MARKERS AND CLINICAL FEATURES IN AN INDIAN HEALTHCARE CENTER,2018,Journal of Cardiovascular Disease Research,"Goenka, A.S.; Borale, C.P.",Article,09762833,9,4,
embase,2042943159,,,A study on early diagnosis of dengue by clinical features and serological markers in a tertiary care hospital,2018,Journal of Cardiovascular Disease Research,"Ganesh, V.",Article,09762833,9,1,
embase,618514343,28964768,10.1016/j.actatropica.2017.09.025,"Clinical, laboratory, and demographic determinants of hospitalization due to dengue in 7613 patients: A retrospective study based on hierarchical models",2018,Acta Tropica,"da Silva, N.S.; Undurraga, E.A.; da Silva Ferreira, E.R.; Estofolete, C.F.; Nogueira, M.L.",Article,18736254,177,,
embase,618953908,29107414,10.1016/j.diagmicrobio.2017.09.001,Kinetics of anti-ZIKV antibodies after Zika infection using two commercial enzyme-linked immunoassays,2018,Diagnostic Microbiology and Infectious Disease,"Pasquier, C.; Joguet, G.; Mengelle, C.; Chapuy-Regaud, S.; Pavili, L.; Prisant, N.; Izopet, J.; Bujan, L.; Mansuy, J.-M.",Article,18790070,90,1,
embase,620021856,,10.1097/MRM.0000000000000122,The role of serologic testing for Zika virus infection,2018,Reviews and Research in Medical Microbiology,"Trana, A.; Theelb, E.S.",Review,14735601,29,1,
embase,620499710,29329287,10.1371/journal.pntd.0006198,Isolation and complete genome analysis of neurotropic dengue virus serotype 3 from the cerebrospinal fluid of an encephalitis patient,2018,PLoS Neglected Tropical Diseases,"Dhenni, R.; Karyanti, M.R.; Putri, N.D.; Yohan, B.; Yudhaputri, F.A.; Ma'roef, C.N.; Fadhilah, A.; Perkasa, A.; Restuadi, R.; Trimarsanto, H.; Mangunatmadja, I.; Ledermann, J.P.; Rosenberg, R.; Powers, A.M.; Myint, K.S.A.; Sasmono, R.T.",Article,19352735,12,1,e0006198
embase,622459112,29845523,10.1007/978-981-10-8727-1_3,Reliable serological testing for the diagnosis of emerging infectious diseases,2018,Advances in Experimental Medicine and Biology,"Ohst, C.; Saschenbrecker, S.; Stiba, K.; Steinhagen, K.; Probst, C.; Radzimski, C.; Lattwein, E.; Komorowski, L.; Stöcker, W.; Schlumberger, W.",Chapter,22148019,1062,,
embase,623190546,,10.1039/c8nj02244e,Sensitive detection of dengue virus NS1 by highly stable affibody-functionalized gold nanoparticles,2018,New Journal of Chemistry,"Bang, J.; Park, H.; Choi, W.I.; Sung, D.; Lee, J.H.; Lee, K.Y.; Kim, S.",Article,13699261,42,15,
embase,624175519,,,Testing anti-zika virus NS1 IgA additionally to IgM increases sensitivity in acutely infected patients from regions endemic for flaviviruses,2018,Clinical Chemistry,"Steinhagen, K.; Wilhelm, N.; Sendscheid, O.; Schlumberger, W.",Conference Abstract,15308561,64,,
embase,624679682,,10.26452/ijrps.v9i4.1664,"A study on prevalence, an association of platelet count and seasonal distribution of dengue from a tertiary care centre",2018,International Journal of Research in Pharmaceutical Sciences,"Nagarajan, A.; Kalyani, M.; Neelu Sree, P.",Article,09757538,9,4,
embase,625128513,30068888,10.7883/yoken.JJID.2018.107,Single amino acid mutation in dengue virus ns4b protein has opposing effects on viral proliferation in Mammalian and mosquito cells,2018,Japanese Journal of Infectious Diseases,"Fujiki, J.; Nobori, H.; Sato, A.; Sasaki, M.; Carr, M.; Hall, W.W.; Orba, Y.; Sawa, H.",Article,18842836,71,6,
embase,625420134,30350764,10.4269/ajtmh.18-0441,Chagas disease in Southern Coastal Ecuador: Coinfections with arboviruses and a comparison of serological assays for chagas disease diagnosis,2018,American Journal of Tropical Medicine and Hygiene,"Mita-Mendoza, N.K.; McMahon, E.; Kenneson, A.; Barbachano-Guerrero, A.; Beltran-Ayala, E.; Cueva, C.; King, C.A.; Lupone, C.D.; Castro-Sesquen, Y.E.; Gilman, R.H.; Endy, T.P.; Stewart-Ibarra, A.M.",Article,00029637,99,6,
embase,626477363,,,Zika virus laboratory diagnosis during the 2016 Jamaican epidemic,2018,West Indian Medical Journal,"Leys, Y.; Thomas, C.; Burton, N.; Anzinger, J.",Conference Abstract,00433144,67,,
embase,617952531,28831747,10.1007/s10096-017-3083-8,Prospective evaluation of the SD BIOLINE Dengue Duo rapid test during a dengue virus epidemic,2017,European Journal of Clinical Microbiology and Infectious Diseases,"Simonnet, C.; Okandze, A.; Matheus, S.; Djossou, F.; Nacher, M.; Mahamat, A.",Article,14354373,36,12,
embase,618681495,29021087,10.1016/j.diagmicrobio.2017.08.019,Evaluation of OneStep Dengue NS1 RapiDip™ InstaTest and OneStep Dengue Fever IgG/IgM RapiCard™ InstaTest during the course of a dengue type 1 epidemic,2017,Diagnostic Microbiology and Infectious Disease,"Vickers, I.; Harvey, K.; Nelson, K.; Brown, M.; Bullock-DuCasse, M.; Lindo, J.",Article,18790070,89,4,
embase,618986988,,10.3390/antib6040014,Epitope sequences in dengue virus NS1 protein identified by monoclonal antibodies,2017,Antibodies,"Rocha, L.B.; Dos Santos Alves, R.P.; Caetano, B.A.; Pereira, L.R.; Mitsunari, T.; Amorim, J.H.; Polatto, J.M.; Botosso, V.F.; Gallina, N.M.F.; Palacios, R.; Precioso, A.R.; Granato, C.F.H.; Oliveira, D.B.L.; Da Silveira, V.B.; Luz, D.; De Souza Ferreira, L.C.; Piazza, R.M.F.",Article,20734468,6,4,14
embase,619398901,29020159,10.1093/cid/cix672,Distinguishing Secondary Dengue Virus Infection from Zika Virus Infection with Previous Dengue by a Combination of 3 Simple Serological Tests,2017,Clinical Infectious Diseases,"Tsai, W.-Y.; Youn, H.H.; Brites, C.; Tsai, J.-J.; Tyson, J.; Pedroso, C.; Drexler, J.F.; Stone, M.; Simmons, G.; Busch, M.P.; Lanteri, M.; Stramer, S.L.; Balmaseda, A.; Harris, E.; Wang, W.-K.",Article,15376591,65,11,
embase,628218056,29176643,10.1038/s41598-017-16231-6,Development of a quantitative NS1-capture enzyme-linked immunosorbent assay for early detection of yellow fever virus infection,2017,Scientific reports,"Ricciardi-Jorge, T.; Bordignon, J.; Koishi, A.; Zanluca, C.; Mosimann, A.L.; Duarte Dos Santos, C.N.",Article,20452322,7,1,
