sources,pmid,doi,pui,ut,pii,title,year,journal
embase|pubmed,32762658,10.1186/s12879-020-05248-4,632556826,,,Point-of-care thrombocyte function testing using multiple-electrode aggregometry in dengue patients: an explorative study.,2020,BMC Infect Dis
embase|pubmed,32731875,10.1186/s12985-020-01389-9,632502347,,,"Association of genotype III of dengue virus serotype 3 with disease outbreak in Eastern Sudan, 2019.",2020,Virol J
pubmed,32714016,10.1016/j.sjbs.2020.06.018,,,,Surface plasmon resonance analysis for detecting non-structural protein 1 of dengue virus in Indonesia.,2020,Saudi J Biol Sci
embase|pubmed,32659449,10.1016/j.ijid.2020.07.008,2007542194,,,"Performance of rapid tests in the management of dengue fever imported cases in Lazio, Italy 2014-2019.",2020,Int J Infect Dis
embase|pubmed,32656109,10.18683/germs.2020.1193,2004504554,,,A case report of acute disseminated encephalomyelitis following severe dengue in a child.,2020,Germs
embase|pubmed,32655070,10.4103/0972-9062.289392,632606658,,,Assessment of NS1 protein as an early diagnostic marker for Kyasanur forest disease virus.,2019,J Vector Borne Dis
embase|pubmed,32611971,10.7883/yoken.jjid.2019.431,2005853762,,,"Circulation of Various Dengue Serotypes in a Community-Based Study in Jakarta, Indonesia.",2021,Jpn J Infect Dis
embase|pubmed,32579555,10.1371/journal.pntd.0008203,2004651973,,,Serotype-specific detection of dengue viruses in a nonstructural protein 1-based enzyme-linked immunosorbent assay validated with a multi-national cohort.,2020,PLoS Negl Trop Dis
pubmed,32554305,10.1016/j.jcv.2020.104509,,,,"Triple positivity for nonstructural antigen 1, immunoglobulin M and immunoglobulin G is predictive of severe thrombocytopaenia related to dengue infection.",2020,J Clin Virol
embase|pubmed,32520127,10.1590/0102-311x00225618,632046808,,,Rapid immunochromatographic tests for the diagnosis of dengue: a systematic review and meta-analysis.,2020,Cad Saude Publica
embase|pubmed,32517281,10.3390/diagnostics10060379,2006836771,,,NS1 Recombinant Proteins Are Efficiently Produced in Pichia pastoris and Have Great Potential for Use in Diagnostic Kits for Dengue Virus Infections.,2020,Diagnostics (Basel)
embase|pubmed,32491129,10.1590/0001-3765202020190883,631970080,,,"Immunological Memory to Zika Virus in a University Community in Colombia, South America.",2020,An Acad Bras Cienc
pubmed,32484863,10.1093/trstmh/traa027,,,,Correlation of serostatus and viraemia levels among Indian dengue patients at the time of first diagnosis.,2020,Trans R Soc Trop Med Hyg
embase|pubmed,32478506,10.1021/acsnano.9b09049,631955459,,,Repurposing Old Antibodies for New Diseases by Exploiting Cross-Reactivity and Multicolored Nanoparticles.,2020,ACS Nano
pubmed,32426600,10.1021/acsomega.0c00367,,,,Capture-Layer Lateral Flow Immunoassay: A New Platform Validated in the Detection and Quantification of Dengue NS1.,2020,ACS Omega
pubmed,36132417,10.1039/d0na00251h,,,,A magnetic immunoconjugate nanoplatform for easy colorimetric detection of the NS1 protein of dengue virus in infected serum.,2020,Nanoscale Adv
embase|pubmed,32418268,10.1002/jmv.26024,2006821274,,,A novel anti-NS2BNS3pro antibody-based indirect ELISA test for the diagnosis of dengue virus infections.,2021,J Med Virol
embase|pubmed,32182271,10.1371/journal.pone.0230337,2005259912,,,"Assessment of diagnostic and analytic performance of the SD Bioline Dengue Duo test for dengue virus (DENV) infections in an endemic area (Savannakhet province, Lao People's Democratic Republic).",2020,PLoS One
embase|pubmed,32164538,10.1186/s12879-020-4911-5,631199594,,,Diagnostic accuracy and utility of three dengue diagnostic tests for the diagnosis of acute dengue infection in Malaysia.,2020,BMC Infect Dis
embase|pubmed,32134017,10.4103/ijmr.ijmr_613_18,631162370,,,Comparative assessment of commercial enzyme-linked immunosorbent assay & rapid diagnostic tests used for dengue diagnosis in India.,2020,Indian J Med Res
embase|pubmed,32107080,10.1016/j.pathol.2020.01.438,2005055481,,,Fever in the returned traveller: the utility of the Platelia Dengue NS1 antigen enzyme immunoassay for the diagnosis of dengue in a non-endemic setting.,2020,Pathology
embase|pubmed,32069280,10.1371/journal.pntd.0008082,2003981762,,,Evaluation of a novel microfluidic immuno-magnetic agglutination assay method for detection of dengue virus NS1 antigen.,2020,PLoS Negl Trop Dis
embase|pubmed,32005065,10.21037/apm.2019.12.11,630793771,,,"A survey of clinical and laboratory characteristics of dengue fever epidemic from 2014 to 2018 in Guangzhou, China.",2020,Ann Palliat Med
embase|pubmed,31995566,10.1371/journal.pntd.0008039,2004642121,,,Comparative specificity and sensitivity of NS1-based serological assays for the detection of flavivirus immune response.,2020,PLoS Negl Trop Dis
pubmed,31967302,10.1093/infdis/jiaa018,,,,Using NS1 Flavivirus Protein Microarray to Infer Past Infecting Dengue Virus Serotype and Number of Past Dengue Virus Infections in Vietnamese Individuals.,2021,J Infect Dis
pubmed,31954721,10.1016/j.bjid.2019.12.004,,,,Diagnostic parameters and reliability of four rapid immunochromatographic tests for dengue 4.,2020,Braz J Infect Dis
embase|pubmed,31945940,10.1109/embc.2019.8856427,630649014,,,Reduced Featured k-NN Classifier Model Optimal for Classification of Dengue Fever from Salivary Raman Spectra.,2019,Annu Int Conf IEEE Eng Med Biol Soc
embase|pubmed,31893321,10.1186/s13568-019-0926-y,2003963322,,,Optimization and scale-up production of Zika virus ΔNS1 in Escherichia coli: application of Response Surface Methodology.,2019,AMB Express
embase|pubmed,31819129,10.1038/s41598-019-55160-4,630119325,,,The inability of a dengue NS1 ELISA to detect Zika infections.,2019,Sci Rep
embase|pubmed,31798807,10.4314/mmj.v30i4.11,630060447,,,"A cross sectional study of dengue virus infection in febrile patients presumptively diagnosed of malaria in Maiduguri and Jos plateau, Nigeria.",2018,Malawi Med J
embase|pubmed,31710119,10.1111/1348-0421.12757,2004056350,,,A synthetic peptide analog of in silico-predicted immunogenic epitope unique to dengue virus serotype 2 NS1 antigen specifically binds immunoglobulin G antibodies raised in rabbits.,2020,Microbiol Immunol
embase|pubmed,31616598,10.7717/peerj.7852,629668094,,,"Characterization of dengue cases among patients with an acute illness, Central Department, Paraguay.",2019,PeerJ
embase|pubmed,31562846,10.1016/j.actatropica.2019.105201,2003315476,,,Serological tests reveal significant cross-reactive human antibody responses to Zika and Dengue viruses in the Mexican population.,2020,Acta Trop
embase|pubmed,31552611,10.1007/s12250-019-00160-x,2003420641,,,Development and Evaluation of a Universal and Supersensitive NS1-Based Luciferase Immunosorbent Assay to Detect Zika Virus-Specific IgG.,2020,Virol Sin
embase|pubmed,31487279,10.1371/journal.pntd.0007047,2003458892,,,"Dengue and chikungunya among outpatients with acute undifferentiated fever in Kinshasa, Democratic Republic of Congo: A cross-sectional study.",2019,PLoS Negl Trop Dis
embase|pubmed,31442225,10.1371/journal.pntd.0007649,2003458864,,,A high-throughput and multiplex microsphere immunoassay based on non-structural protein 1 can discriminate three flavivirus infections.,2019,PLoS Negl Trop Dis
embase|pubmed,31416485,10.1186/s12985-019-1204-y,628923974,,,"Evaluation of novel rapid detection kits for dengue virus NS1 antigen in Dhaka, Bangladesh, in 2017.",2019,Virol J
embase|pubmed,31392955,10.4269/ajtmh.19-0270,2002851836,,,Use of a Blockade-of-Binding ELISA and Microneutralization Assay to Evaluate Zika Virus Serostatus in Dengue-Endemic Areas.,2019,Am J Trop Med Hyg
embase|pubmed,31372218,10.1002/cti2.1066,628675667,,,Novel differential linear B-cell epitopes to identify Zika and dengue virus infections in patients.,2019,Clin Transl Immunology
embase|pubmed,31240885,10.3343/alm.2019.39.6.566,628518663,,,Comparison of Six Commercial Diagnostic Tests for the Detection of Dengue Virus Non-Structural-1 Antigen and IgM/IgG Antibodies.,2019,Ann Lab Med
embase|pubmed,31090222,10.1002/jmv.25504,628614604,,,Epidemiological and clinical suspicion of congenital Zika virus infection: Serological findings in mothers and children from Brazil.,2019,J Med Virol
pubmed,30983805,10.4103/jlp.jlp_140_18,,,,Can rapid dengue diagnostic kits be trusted? A comparative study of commercially available rapid kits for serodiagnosis of dengue fever.,2019,J Lab Physicians
embase|pubmed,30971466,10.1128/jcm.00221-19,2002222253,,,Development of an Enzyme-Linked Immunosorbent Assay for Rapid Detection of Dengue Virus (DENV) NS1 and Differentiation of DENV Serotypes during Early Infection.,2019,J Clin Microbiol
embase|pubmed,30961645,10.1186/s13104-019-4250-z,627294172,,,Predictive value of persistent NS1 antigen positivity beyond 3rd day for dengue haemorrhagic fever in Sri Lankan children.,2019,BMC Res Notes
embase|pubmed,30865680,10.1371/journal.pone.0213451,2001700806,,,"Comparative evaluation of three dengue duo rapid test kits to detect NS1, IgM, and IgG associated with acute dengue in children in Myanmar.",2019,PLoS One
embase|pubmed,30840708,10.1371/journal.pone.0213301,2001674493,,,Accuracy of the SD BIOLINE Dengue Duo for rapid point-of-care diagnosis of dengue.,2019,PLoS One
embase|pubmed,30782365,10.1016/j.aca.2018.12.043,2001476710,,,Smartphone-based fluorescent lateral flow immunoassay platform for highly sensitive point-of-care detection of Zika virus nonstructural protein 1.,2019,Anal Chim Acta
embase|pubmed,30779938,10.1016/j.jviromet.2019.02.005,2001610529,,,Added value of IgA antibodies against Zika virus non-structural protein 1 in the diagnosis of acute Zika virus infections.,2019,J Virol Methods
embase|pubmed,30727040,10.1111/trf.15007,626314106,,,"Risk of transfusion-associated dengue: screening of blood donors from Pune, western India.",2019,Transfusion
embase|pubmed,30587193,10.1186/s12985-018-1105-5,625710560,,,Combination of ELISA screening and seroneutralisation tests to expedite Zika virus seroprevalence studies.,2018,Virol J
embase|pubmed,30562608,10.1016/j.jviromet.2018.12.005,2001406522,,,Recombinant DENV 2 NS5: An effective antigen for diagnosis of DENV infection.,2019,J Virol Methods
embase|pubmed,30541932,10.1128/jcm.01506-18,2001731277,,,Comprehensive Evaluation of Differential Serodiagnosis between Zika and Dengue Viral Infections.,2019,J Clin Microbiol
embase|pubmed,30429254,10.1128/jcm.01464-18,626206509,,,Combination of Nonstructural Protein 1-Based Enzyme-Linked Immunosorbent Assays Can Detect and Distinguish Various Dengue Virus and Zika Virus Infections.,2019,J Clin Microbiol
embase|pubmed,30342068,10.1016/j.jviromet.2018.10.011,2001236663,,,Validation of serological and molecular methods for diagnosis of zika virus infections.,2019,J Virol Methods
embase|pubmed,30335151,10.1093/infdis/jiy606,628002369,,,Highly Sensitive and Specific Zika Virus Serological Assays Using a Magnetic Modulation Biosensing System.,2019,J Infect Dis
embase|pubmed,30096193,10.1371/journal.pone.0202304,623480778,,,Comparison of two rapid diagnostic tests during a large dengue virus serotype 3 outbreak in the Solomon Islands in 2013.,2018,PLoS One
embase|pubmed,30087165,10.1128/mbio.00755-18,624497659,,,T Cell Responses to Nonstructural Protein 3 Distinguish Infections by Dengue and Zika Viruses.,2018,mBio
embase|pubmed,30029548,10.3390/v10070379,623142173,,,Comparative Evaluation of Indirect Immunofluorescence and NS-1-Based ELISA to Determine Zika Virus-Specific IgM.,2018,Viruses
embase|pubmed,29964076,10.1016/j.jviromet.2018.06.018,2000934551,,,Multi-laboratory comparison of three commercially available Zika IgM enzyme-linked immunosorbent assays.,2018,J Virol Methods
embase|pubmed,29947711,10.1590/0074-02760170433,623330825,,,Validation and reliability of the rapid diagnostic test 'SD Bioeasy Dengue Duo' for dengue diagnosis in Brazil: a phase III study.,2018,Mem Inst Oswaldo Cruz
embase|pubmed,29912689,10.3201/eid2407.171170,623218877,,,Use of Urea Wash ELISA to Distinguish Zika and Dengue Virus Infections.,2018,Emerg Infect Dis
embase|pubmed,33601826,,634346790,,,Evaluation of a commercial dengue combo rapid test kit for the detection of NS1 and IgM.,2018,Trop Biomed
embase|pubmed,29751761,10.1186/s12985-018-1000-0,622074285,,,"Evaluation of an immunochromatography rapid diagnosis kit for detection of chikungunya virus antigen in India, a dengue-endemic country.",2018,Virol J
embase|pubmed,29661824,10.4049/jimmunol.1701790,622441852,,,Development of Dengue Virus Serotype-Specific NS1 Capture Assays for the Rapid and Highly Sensitive Identification of the Infecting Serotype in Human Sera.,2018,J Immunol
pubmed,29609533,10.1186/s12879-018-3058-0,,,,Prolonged persistence of IgM against dengue virus detected by commonly used commercial assays.,2018,BMC Infect Dis
embase|pubmed,29567514,10.1016/j.jviromet.2018.03.007,623977423,,,Development of an anti-dengue NS1 IgG ELISA to evaluate exposure to dengue virus.,2018,J Virol Methods
embase|pubmed,29529852,10.3347/kjp.2018.56.1.61,621404495,,,Development of a Rapid Diagnostic Test Kit to Detect IgG/IgM Antibody against Zika Virus Using Monoclonal Antibodies to the Envelope and Non-structural Protein 1 of the Virus.,2018,Korean J Parasitol
embase|pubmed,29486726,10.1186/s12879-018-3012-1,620867751,,,Concurrent methicillin-resistant Staphylococcus aureus septicemia and pyomyositis in a patient with dengue hemorrhagic fever: a case report.,2018,BMC Infect Dis
pubmed,29429267,10.3760/cma.j.issn.0253-9624.2018.02.005,,,,[Comparison of Dengue viral nonstructural protein 1 antigen testing kits].,2018,Zhonghua Yu Fang Yi Xue Za Zhi
embase|pubmed,29409531,10.1186/s12985-018-0925-7,620541576,,,Development and characterization of serotype-specific monoclonal antibodies against the dengue virus-4 (DENV-4) non-structural protein (NS1).,2018,Virol J
embase|pubmed,29379526,10.1155/2017/4687182,620794266,,,Performance Evaluation of Commercial Dengue Diagnostic Tests for Early Detection of Dengue in Clinical Samples.,2017,J Trop Med
embase|pubmed,29305550,10.1128/jcm.01785-17,620927556,,,Comparison of Four Serological Methods and Two Reverse Transcription-PCR Assays for Diagnosis and Surveillance of Zika Virus Infection.,2018,J Clin Microbiol
embase|pubmed,29176643,10.1038/s41598-017-16231-6,628218056,,,Development of a quantitative NS1-capture enzyme-linked immunosorbent assay for early detection of yellow fever virus infection.,2017,Sci Rep
embase|pubmed,29167907,10.11622/smedj.2017100,619405269,,,Definitive tests for dengue fever: when and which should I use?,2017,Singapore Med J
embase|pubmed,29107414,10.1016/j.diagmicrobio.2017.09.001,618953908,,,Kinetics of anti-ZIKV antibodies after Zika infection using two commercial enzyme-linked immunoassays.,2018,Diagn Microbiol Infect Dis
embase|pubmed,29063886,10.4103/ijmm.ijmm_15_455,619007351,,,Evaluation of concurrent malaria and dengue infections among febrile patients.,2017,Indian J Med Microbiol
embase|pubmed,29020159,10.1093/cid/cix672,619398901,,,Distinguishing Secondary Dengue Virus Infection From Zika Virus Infection With Previous Dengue by a Combination of 3 Simple Serological Tests.,2017,Clin Infect Dis
embase|pubmed,28978319,10.1186/s12879-017-2764-3,618525442,,,Acute undifferentiated fever in India: a multicentre study of aetiology and diagnostic accuracy.,2017,BMC Infect Dis
